category;governorate;hour;dayOfWeek;month;maxParticipants;success_level
SPORT;Nabeul;10;1;2;51;MEDIUM
SPORT;Tunis;17;6;7;39;HIGH
CINEMA;Monastir;18;5;9;53;HIGH
CEREMONY;Sidi Bouzid;16;2;8;195;LOW
SPORT;Kef;8;1;1;102;LOW
SPORT;Medenine;19;1;9;40;HIGH
SPORT;Kasserine;19;3;11;78;MEDIUM
OTHER;Tozeur;13;4;9;49;LOW
CINEMA;Sidi Bouzid;18;2;2;63;MEDIUM
CINEMA;Kebili;18;3;10;22;MEDIUM
CINEMA;Kasserine;18;6;12;24;HIGH
CEREMONY;Monastir;11;5;11;133;MEDIUM
CEREMONY;Zaghouan;9;6;6;195;MEDIUM
CEREMONY;Bizerte;11;0;2;49;MEDIUM
KARAOKE;Medenine;20;0;4;28;MEDIUM
CINEMA;Sfax;17;0;4;16;HIGH
KARAOKE;Bizerte;22;1;11;12;MEDIUM
CINEMA;Jendouba;17;4;10;20;MEDIUM
OTHER;Monastir;9;0;6;21;MEDIUM
KARAOKE;Tunis;20;6;5;35;HIGH
OTHER;Bizerte;14;6;7;55;MEDIUM
CINEMA;Tozeur;17;2;7;79;MEDIUM
SPORT;Mahdia;19;6;3;23;HIGH
OTHER;Kasserine;16;4;1;47;LOW
CINEMA;Nabeul;20;0;11;26;HIGH
CINEMA;Bizerte;18;6;12;35;HIGH
OTHER;Mahdia;20;4;11;76;MEDIUM
KARAOKE;Sousse;19;2;5;33;HIGH
OTHER;Sidi Bouzid;9;5;11;59;LOW
CINEMA;Bizerte;21;4;2;34;MEDIUM
OTHER;Tataouine;16;0;1;28;LOW
KARAOKE;Sfax;18;3;2;39;HIGH
KARAOKE;Zaghouan;20;1;2;27;MEDIUM
OTHER;Kairouan;14;0;2;32;MEDIUM
CEREMONY;Jendouba;14;2;8;196;LOW
CINEMA;Manouba;21;3;1;61;MEDIUM
KARAOKE;Kasserine;21;6;10;53;MEDIUM
CINEMA;Sousse;19;4;10;55;MEDIUM
KARAOKE;Ben Arous;21;4;8;26;HIGH
SPORT;Medenine;18;0;12;51;MEDIUM
OTHER;Tunis;11;6;2;47;MEDIUM
CEREMONY;Zaghouan;15;3;2;87;LOW
CEREMONY;Sousse;16;0;6;149;MEDIUM
CEREMONY;Tataouine;15;6;8;57;HIGH
SPORT;Zaghouan;18;0;7;118;MEDIUM
CEREMONY;Bizerte;14;2;2;111;MEDIUM
KARAOKE;Medenine;21;1;12;57;MEDIUM
CEREMONY;Manouba;11;3;1;169;LOW
CINEMA;Monastir;18;5;4;55;HIGH
OTHER;Ariana;18;6;7;17;HIGH
KARAOKE;Sidi Bouzid;21;1;1;23;MEDIUM
SPORT;Gafsa;16;2;5;101;LOW
CINEMA;Ben Arous;18;0;5;66;MEDIUM
SPORT;Kef;19;5;8;73;HIGH
OTHER;Bizerte;19;2;3;16;MEDIUM
SPORT;Sidi Bouzid;10;6;5;41;MEDIUM
CINEMA;Kairouan;20;3;8;35;HIGH
CEREMONY;Kairouan;16;4;7;32;HIGH
OTHER;Medenine;12;0;12;95;LOW
OTHER;Medenine;11;2;11;50;LOW
SPORT;Nabeul;16;1;8;60;HIGH
SPORT;Gafsa;16;2;9;112;MEDIUM
SPORT;Sousse;19;6;3;101;HIGH
CEREMONY;Tataouine;15;0;1;85;LOW
CINEMA;Sidi Bouzid;21;6;3;63;MEDIUM
CINEMA;Kairouan;18;1;11;16;MEDIUM
KARAOKE;Kairouan;18;2;5;42;MEDIUM
SPORT;Tozeur;16;5;8;72;HIGH
CEREMONY;Kairouan;11;6;9;139;MEDIUM
OTHER;Siliana;10;1;8;64;LOW
KARAOKE;Zaghouan;22;4;3;44;LOW
CEREMONY;Kasserine;11;6;11;141;MEDIUM
KARAOKE;Tozeur;22;6;2;15;MEDIUM
SPORT;Ben Arous;18;0;10;72;HIGH
SPORT;Monastir;18;6;10;89;HIGH
SPORT;Tataouine;16;4;10;24;MEDIUM
KARAOKE;Sidi Bouzid;19;1;8;45;MEDIUM
CEREMONY;Manouba;10;6;8;61;HIGH
KARAOKE;Sousse;21;6;11;55;HIGH
CEREMONY;Tunis;11;6;4;159;MEDIUM
KARAOKE;Jendouba;20;2;7;53;MEDIUM
CINEMA;Tunis;20;0;1;18;HIGH
CINEMA;Kairouan;21;6;12;55;HIGH
KARAOKE;Zaghouan;22;3;4;45;LOW
CEREMONY;Bizerte;15;5;7;43;HIGH
OTHER;Sidi Bouzid;11;5;7;32;MEDIUM
CEREMONY;Siliana;15;1;7;89;MEDIUM
SPORT;Tozeur;19;1;9;35;HIGH
OTHER;Kasserine;21;5;5;80;MEDIUM
CINEMA;Siliana;18;0;2;18;MEDIUM
CEREMONY;Tunis;16;6;10;69;HIGH
SPORT;Medenine;18;4;2;93;MEDIUM
CEREMONY;Tunis;16;5;3;146;HIGH
KARAOKE;Zaghouan;19;5;4;29;HIGH
CINEMA;Sfax;18;5;7;48;HIGH
SPORT;Jendouba;8;1;11;22;MEDIUM
OTHER;Manouba;10;3;10;25;LOW
SPORT;Nabeul;10;2;3;31;MEDIUM
SPORT;Monastir;19;2;4;70;HIGH
SPORT;Monastir;19;0;7;29;HIGH
CEREMONY;Tataouine;9;1;11;137;LOW
CEREMONY;Siliana;16;3;3;76;MEDIUM
KARAOKE;Tunis;19;5;10;50;HIGH
OTHER;Ariana;10;2;6;71;MEDIUM
OTHER;Medenine;17;0;3;76;MEDIUM
KARAOKE;Manouba;19;4;1;44;MEDIUM
SPORT;Mahdia;17;6;3;47;HIGH
KARAOKE;Manouba;19;0;6;18;HIGH
CINEMA;Ben Arous;18;2;5;76;MEDIUM
CINEMA;Ben Arous;19;5;9;52;HIGH
CEREMONY;Kebili;17;3;7;161;MEDIUM
CEREMONY;Bizerte;11;1;4;101;LOW
CEREMONY;Manouba;15;6;10;109;MEDIUM
CINEMA;Bizerte;20;3;8;69;MEDIUM
OTHER;Kebili;13;6;6;89;LOW
SPORT;Medenine;16;3;4;92;MEDIUM
KARAOKE;Kairouan;18;3;3;12;MEDIUM
OTHER;Jendouba;18;3;5;87;LOW
OTHER;Kairouan;15;0;2;33;MEDIUM
KARAOKE;Sidi Bouzid;19;2;4;14;MEDIUM
CINEMA;Gafsa;19;2;3;55;MEDIUM
SPORT;Tunis;10;5;1;111;MEDIUM
KARAOKE;Bizerte;21;4;6;24;HIGH
OTHER;Ben Arous;15;2;10;37;MEDIUM
OTHER;Bizerte;10;4;5;87;LOW
SPORT;Gabes;18;3;11;116;MEDIUM
CEREMONY;Siliana;17;2;4;80;MEDIUM
SPORT;Monastir;16;0;5;73;MEDIUM
SPORT;Manouba;16;1;10;61;MEDIUM
OTHER;Kasserine;12;4;1;46;LOW
SPORT;Tataouine;19;6;10;20;HIGH
CEREMONY;Kef;10;6;7;39;HIGH
OTHER;Mahdia;9;2;11;12;LOW
SPORT;Monastir;8;6;7;112;HIGH
KARAOKE;Jendouba;20;6;6;35;HIGH
SPORT;Sfax;19;2;8;98;HIGH
SPORT;Kasserine;10;5;8;83;MEDIUM
SPORT;Kairouan;17;0;1;48;MEDIUM
SPORT;Tunis;9;0;6;108;MEDIUM
CEREMONY;Beja;10;0;4;124;LOW
OTHER;Tunis;20;6;1;43;HIGH
SPORT;Manouba;8;2;2;53;MEDIUM
KARAOKE;Tozeur;22;6;7;27;MEDIUM
CINEMA;Nabeul;21;3;2;31;HIGH
KARAOKE;Nabeul;22;6;7;50;HIGH
CEREMONY;Gafsa;9;4;9;91;LOW
OTHER;Monastir;19;3;5;51;MEDIUM
CEREMONY;Beja;9;2;5;51;LOW
KARAOKE;Sfax;19;5;11;57;HIGH
CINEMA;Tozeur;17;0;8;22;MEDIUM
CINEMA;Tunis;18;3;7;39;HIGH
CEREMONY;Manouba;11;1;10;165;LOW
OTHER;Siliana;21;2;12;68;LOW
CINEMA;Mahdia;17;1;4;61;MEDIUM
CEREMONY;Sousse;17;4;9;81;MEDIUM
CEREMONY;Bizerte;9;2;7;72;MEDIUM
KARAOKE;Gabes;18;1;8;16;HIGH
SPORT;Beja;8;3;3;54;LOW
SPORT;Monastir;18;4;8;65;HIGH
KARAOKE;Manouba;22;0;6;37;MEDIUM
CINEMA;Nabeul;20;4;7;80;HIGH
KARAOKE;Ariana;21;2;6;16;HIGH
SPORT;Tataouine;16;5;7;44;HIGH
KARAOKE;Bizerte;21;1;10;27;MEDIUM
OTHER;Medenine;16;4;7;23;MEDIUM
SPORT;Tataouine;9;0;4;34;MEDIUM
SPORT;Ariana;17;2;4;28;HIGH
OTHER;Manouba;13;1;10;99;LOW
CEREMONY;Kasserine;14;0;4;98;LOW
CEREMONY;Bizerte;10;6;4;118;MEDIUM
KARAOKE;Tozeur;22;2;12;10;LOW
SPORT;Zaghouan;17;5;10;81;HIGH
KARAOKE;Tozeur;19;1;6;53;MEDIUM
SPORT;Zaghouan;9;2;8;38;MEDIUM
SPORT;Gafsa;16;3;6;22;MEDIUM
CINEMA;Jendouba;17;1;11;16;MEDIUM
OTHER;Kairouan;16;4;1;72;LOW
CINEMA;Monastir;17;0;1;52;MEDIUM
CINEMA;Mahdia;21;1;3;27;MEDIUM
SPORT;Kef;19;5;6;77;HIGH
CEREMONY;Kebili;11;4;5;199;LOW
CEREMONY;Jendouba;11;3;1;120;LOW
KARAOKE;Tozeur;20;4;11;48;MEDIUM
CEREMONY;Manouba;11;5;9;193;MEDIUM
SPORT;Nabeul;16;6;4;104;HIGH
CINEMA;Kairouan;20;0;4;70;MEDIUM
KARAOKE;Bizerte;18;1;7;50;MEDIUM
SPORT;Jendouba;18;5;9;77;HIGH
OTHER;Zaghouan;13;5;6;52;MEDIUM
CEREMONY;Gabes;14;2;5;78;MEDIUM
SPORT;Gabes;17;5;6;98;HIGH
SPORT;Sidi Bouzid;19;3;10;64;MEDIUM
KARAOKE;Manouba;18;3;11;19;MEDIUM
CEREMONY;Gafsa;10;4;5;189;LOW
OTHER;Gafsa;11;2;8;46;LOW
SPORT;Kef;8;3;1;47;LOW
KARAOKE;Gabes;18;0;8;29;HIGH
SPORT;Sidi Bouzid;10;5;1;26;MEDIUM
KARAOKE;Nabeul;20;2;9;52;MEDIUM
OTHER;Nabeul;10;5;5;28;MEDIUM
CINEMA;Sidi Bouzid;21;0;5;43;MEDIUM
SPORT;Monastir;10;1;11;101;MEDIUM
CEREMONY;Sidi Bouzid;14;0;5;107;LOW
OTHER;Kef;11;4;7;96;LOW
KARAOKE;Gabes;19;5;4;26;HIGH
CINEMA;Sidi Bouzid;21;1;5;54;MEDIUM
SPORT;Kef;17;5;8;89;HIGH
CINEMA;Kasserine;20;0;3;71;MEDIUM
KARAOKE;Mahdia;20;3;6;37;HIGH
CEREMONY;Sidi Bouzid;14;3;1;173;LOW
SPORT;Sidi Bouzid;8;6;3;98;MEDIUM
KARAOKE;Beja;22;4;6;18;MEDIUM
OTHER;Sfax;18;2;1;60;MEDIUM
CINEMA;Kasserine;17;3;9;73;MEDIUM
SPORT;Ben Arous;8;2;11;33;HIGH
KARAOKE;Medenine;18;6;5;46;HIGH
CEREMONY;Tozeur;11;6;1;61;MEDIUM
OTHER;Gafsa;17;5;12;16;MEDIUM
CINEMA;Mahdia;18;4;12;78;MEDIUM
CINEMA;Beja;18;2;11;54;MEDIUM
SPORT;Monastir;17;5;4;34;HIGH
SPORT;Tunis;9;4;2;86;MEDIUM
SPORT;Beja;9;0;8;23;MEDIUM
OTHER;Sousse;15;0;2;48;MEDIUM
CEREMONY;Monastir;10;6;4;169;MEDIUM
KARAOKE;Medenine;21;6;11;49;HIGH
SPORT;Sidi Bouzid;9;5;1;43;MEDIUM
CINEMA;Kebili;18;1;9;40;MEDIUM
CEREMONY;Monastir;11;2;11;55;MEDIUM
OTHER;Monastir;14;5;5;60;MEDIUM
CEREMONY;Tozeur;17;0;8;136;MEDIUM
CEREMONY;Nabeul;9;2;8;60;MEDIUM
OTHER;Kasserine;9;4;5;14;LOW
OTHER;Sousse;9;2;3;69;LOW
CEREMONY;Jendouba;9;1;6;158;LOW
OTHER;Bizerte;14;5;9;59;MEDIUM
OTHER;Ben Arous;11;5;3;55;MEDIUM
OTHER;Siliana;16;5;3;45;MEDIUM
KARAOKE;Kasserine;18;6;11;40;HIGH
CEREMONY;Monastir;15;5;3;177;MEDIUM
OTHER;Gafsa;17;2;3;99;LOW
KARAOKE;Gabes;22;2;10;49;LOW
CEREMONY;Ben Arous;9;0;12;70;MEDIUM
CINEMA;Manouba;17;3;11;75;MEDIUM
KARAOKE;Beja;19;0;3;56;MEDIUM
CEREMONY;Sidi Bouzid;9;0;10;94;LOW
SPORT;Ariana;19;5;2;76;HIGH
KARAOKE;Medenine;18;1;6;16;HIGH
CEREMONY;Kasserine;10;5;10;172;LOW
CINEMA;Bizerte;19;3;8;51;MEDIUM
CINEMA;Bizerte;18;3;9;39;MEDIUM
SPORT;Gabes;8;5;11;32;HIGH
CINEMA;Ariana;18;0;6;67;HIGH
OTHER;Sfax;10;2;3;97;LOW
OTHER;Monastir;12;6;4;83;MEDIUM
CEREMONY;Mahdia;11;2;10;173;LOW
CINEMA;Ben Arous;20;3;11;63;MEDIUM
SPORT;Gabes;8;1;9;58;MEDIUM
SPORT;Manouba;16;1;1;96;MEDIUM
OTHER;Siliana;9;1;5;42;LOW
CEREMONY;Tozeur;11;0;3;103;LOW
SPORT;Sfax;17;1;9;98;HIGH
OTHER;Kef;15;4;1;79;LOW
SPORT;Gabes;16;2;11;23;HIGH
SPORT;Siliana;16;2;4;62;MEDIUM
SPORT;Nabeul;9;4;12;62;MEDIUM
SPORT;Beja;16;0;10;98;MEDIUM
SPORT;Kairouan;8;3;10;114;MEDIUM
OTHER;Ben Arous;17;3;3;44;MEDIUM
SPORT;Manouba;8;3;9;48;MEDIUM
KARAOKE;Sidi Bouzid;21;2;4;11;MEDIUM
SPORT;Tunis;19;6;4;88;HIGH
OTHER;Kasserine;19;5;12;12;MEDIUM
OTHER;Monastir;9;3;7;99;LOW
CINEMA;Sidi Bouzid;20;4;3;29;MEDIUM
CEREMONY;Manouba;15;2;6;79;MEDIUM
KARAOKE;Sidi Bouzid;18;1;4;15;MEDIUM
OTHER;Tunis;12;3;12;78;LOW
OTHER;Ariana;21;0;12;41;MEDIUM
SPORT;Ben Arous;8;1;8;43;MEDIUM
KARAOKE;Ariana;20;2;10;51;MEDIUM
CINEMA;Kef;18;4;7;76;MEDIUM
SPORT;Gafsa;8;0;5;89;LOW
CINEMA;Monastir;19;6;4;71;HIGH
KARAOKE;Kairouan;22;2;11;25;MEDIUM
OTHER;Jendouba;14;5;9;74;MEDIUM
SPORT;Ariana;10;3;12;99;MEDIUM
CEREMONY;Jendouba;9;1;3;163;LOW
CINEMA;Kef;21;1;2;62;MEDIUM
CINEMA;Ariana;18;5;8;73;HIGH
SPORT;Tunis;16;6;1;54;HIGH
KARAOKE;Gabes;21;2;2;13;MEDIUM
KARAOKE;Medenine;21;3;1;34;MEDIUM
CEREMONY;Sousse;9;1;4;127;MEDIUM
CINEMA;Gafsa;20;4;1;54;MEDIUM
SPORT;Sfax;19;2;1;97;MEDIUM
KARAOKE;Jendouba;22;1;1;31;LOW
OTHER;Sidi Bouzid;15;6;12;17;MEDIUM
SPORT;Sfax;16;5;11;56;HIGH
OTHER;Sousse;15;4;12;82;LOW
OTHER;Jendouba;11;3;8;40;LOW
CINEMA;Tunis;19;6;11;50;HIGH
SPORT;Beja;19;4;5;63;MEDIUM
OTHER;Kasserine;9;4;5;56;LOW
KARAOKE;Gafsa;20;6;11;59;MEDIUM
OTHER;Tunis;10;2;10;94;LOW
KARAOKE;Jendouba;19;3;8;11;MEDIUM
CEREMONY;Tunis;14;0;6;152;MEDIUM
OTHER;Bizerte;15;0;10;20;MEDIUM
KARAOKE;Medenine;22;2;2;38;MEDIUM
CINEMA;Jendouba;19;2;8;31;MEDIUM
CINEMA;Tataouine;18;1;10;21;MEDIUM
CINEMA;Manouba;17;1;11;79;MEDIUM
CEREMONY;Gabes;11;0;9;88;LOW
SPORT;Tozeur;10;2;1;106;LOW
KARAOKE;Sfax;18;4;4;32;HIGH
SPORT;Ben Arous;17;3;2;85;MEDIUM
SPORT;Beja;9;2;10;67;MEDIUM
CEREMONY;Ben Arous;16;3;5;66;MEDIUM
SPORT;Siliana;17;6;6;62;HIGH
CEREMONY;Tataouine;11;3;5;189;LOW
SPORT;Zaghouan;10;0;5;39;MEDIUM
OTHER;Tunis;10;4;4;50;LOW
OTHER;Tozeur;21;5;9;84;MEDIUM
KARAOKE;Bizerte;21;6;10;12;HIGH
CINEMA;Kasserine;17;0;4;79;MEDIUM
OTHER;Tataouine;17;5;7;78;MEDIUM
SPORT;Mahdia;19;0;10;80;HIGH
OTHER;Mahdia;16;2;5;34;MEDIUM
OTHER;Kef;12;2;4;56;LOW
CINEMA;Sousse;19;5;2;45;HIGH
CEREMONY;Kebili;14;2;2;120;LOW
OTHER;Mahdia;10;2;11;71;LOW
OTHER;Beja;16;6;7;39;MEDIUM
OTHER;Nabeul;17;1;7;96;MEDIUM
OTHER;Gafsa;11;4;5;46;LOW
KARAOKE;Siliana;18;0;7;36;MEDIUM
OTHER;Nabeul;18;3;11;35;MEDIUM
CINEMA;Sousse;17;1;2;68;MEDIUM
KARAOKE;Sfax;21;5;2;18;HIGH
SPORT;Sidi Bouzid;8;5;3;29;MEDIUM
CINEMA;Mahdia;21;3;7;60;MEDIUM
CINEMA;Kasserine;21;1;12;52;MEDIUM
SPORT;Siliana;19;2;10;97;MEDIUM
OTHER;Manouba;20;0;2;55;MEDIUM
CEREMONY;Sidi Bouzid;16;3;12;141;LOW
KARAOKE;Monastir;19;5;3;56;HIGH
OTHER;Mahdia;10;1;1;85;LOW
OTHER;Kairouan;19;5;8;58;HIGH
KARAOKE;Sousse;19;4;12;47;MEDIUM
KARAOKE;Manouba;19;2;8;31;HIGH
SPORT;Gabes;17;4;10;85;MEDIUM
CEREMONY;Kef;11;3;6;75;MEDIUM
CINEMA;Ariana;18;3;9;50;MEDIUM
OTHER;Medenine;14;0;6;46;MEDIUM
CINEMA;Manouba;19;2;8;71;MEDIUM
CINEMA;Zaghouan;19;2;10;28;MEDIUM
CINEMA;Gafsa;19;1;2;41;MEDIUM
OTHER;Mahdia;21;1;1;86;LOW
SPORT;Sfax;17;6;4;20;HIGH
CEREMONY;Tunis;11;1;5;176;LOW
CEREMONY;Kebili;14;4;3;146;LOW
KARAOKE;Manouba;18;3;7;41;MEDIUM
KARAOKE;Ben Arous;19;2;12;52;MEDIUM
SPORT;Kairouan;19;0;12;48;MEDIUM
SPORT;Siliana;9;4;6;55;MEDIUM
CEREMONY;Tataouine;16;4;11;48;MEDIUM
KARAOKE;Ariana;21;0;12;60;MEDIUM
OTHER;Siliana;12;6;9;94;LOW
SPORT;Tataouine;18;0;4;37;MEDIUM
OTHER;Kasserine;12;5;4;43;LOW
CEREMONY;Nabeul;14;6;3;157;MEDIUM
KARAOKE;Nabeul;19;5;2;43;HIGH
CINEMA;Tunis;20;0;8;41;HIGH
CINEMA;Ariana;20;5;5;63;HIGH
OTHER;Beja;19;2;8;77;MEDIUM
CINEMA;Kef;18;2;11;77;MEDIUM
CEREMONY;Tataouine;14;4;6;169;LOW
CEREMONY;Kef;9;1;2;103;LOW
CEREMONY;Sousse;11;1;11;138;MEDIUM
SPORT;Zaghouan;16;2;11;34;MEDIUM
KARAOKE;Tozeur;21;5;3;59;MEDIUM
CEREMONY;Monastir;15;3;11;90;MEDIUM
SPORT;Kef;10;4;4;120;LOW
CEREMONY;Ariana;15;6;6;96;HIGH
KARAOKE;Sidi Bouzid;21;6;8;37;HIGH
CEREMONY;Jendouba;9;2;8;86;LOW
KARAOKE;Tataouine;18;2;8;36;MEDIUM
CINEMA;Gabes;18;4;4;29;MEDIUM
OTHER;Medenine;14;1;10;79;LOW
SPORT;Kebili;8;6;7;31;HIGH
KARAOKE;Kairouan;22;0;11;13;MEDIUM
OTHER;Bizerte;14;4;4;30;MEDIUM
OTHER;Kasserine;20;1;5;30;MEDIUM
KARAOKE;Siliana;21;1;9;56;MEDIUM
CINEMA;Tunis;17;6;1;28;HIGH
OTHER;Kasserine;21;3;1;30;MEDIUM
KARAOKE;Kef;18;1;11;59;MEDIUM
CINEMA;Ariana;19;5;2;63;HIGH
CEREMONY;Nabeul;17;5;5;51;HIGH
SPORT;Ben Arous;17;5;12;117;HIGH
CEREMONY;Tunis;9;5;9;184;MEDIUM
CINEMA;Manouba;21;6;7;39;HIGH
OTHER;Kef;21;2;7;75;MEDIUM
SPORT;Kef;10;3;4;32;MEDIUM
KARAOKE;Tataouine;22;3;7;28;MEDIUM
CEREMONY;Ben Arous;10;3;9;101;MEDIUM
CEREMONY;Kef;16;4;9;92;LOW
CEREMONY;Tunis;14;5;7;125;HIGH
OTHER;Tozeur;10;3;4;83;LOW
SPORT;Kasserine;19;1;8;67;MEDIUM
CEREMONY;Gabes;9;5;5;115;MEDIUM
CINEMA;Tataouine;17;0;9;36;MEDIUM
CINEMA;Monastir;21;1;2;33;HIGH
CEREMONY;Medenine;17;3;9;175;MEDIUM
CINEMA;Ariana;20;2;7;54;HIGH
KARAOKE;Nabeul;18;2;12;46;MEDIUM
OTHER;Sidi Bouzid;9;2;12;36;LOW
OTHER;Monastir;17;3;6;93;MEDIUM
CINEMA;Siliana;20;5;8;80;HIGH
OTHER;Kebili;20;0;2;64;LOW
SPORT;Kasserine;9;6;1;40;MEDIUM
OTHER;Kebili;10;1;4;66;LOW
SPORT;Ariana;16;3;3;100;MEDIUM
OTHER;Monastir;11;5;9;63;MEDIUM
CEREMONY;Tunis;11;0;7;105;MEDIUM
KARAOKE;Mahdia;20;4;6;46;MEDIUM
CINEMA;Nabeul;19;4;11;41;MEDIUM
OTHER;Tozeur;14;4;10;42;LOW
CEREMONY;Sousse;10;2;12;64;MEDIUM
CINEMA;Mahdia;20;0;6;68;MEDIUM
CINEMA;Nabeul;20;0;1;54;MEDIUM
CINEMA;Bizerte;17;4;8;57;MEDIUM
SPORT;Ariana;17;3;10;40;HIGH
SPORT;Kairouan;18;4;4;64;MEDIUM
SPORT;Bizerte;10;2;7;94;MEDIUM
KARAOKE;Kairouan;22;6;7;26;HIGH
OTHER;Sfax;19;5;4;19;HIGH
OTHER;Nabeul;10;5;4;45;MEDIUM
CINEMA;Jendouba;21;0;3;64;MEDIUM
KARAOKE;Gabes;22;4;5;57;LOW
OTHER;Gafsa;16;1;3;10;LOW
CINEMA;Bizerte;17;6;10;33;HIGH
CINEMA;Zaghouan;20;6;1;56;MEDIUM
SPORT;Ariana;9;4;8;74;MEDIUM
CEREMONY;Siliana;11;4;2;91;LOW
OTHER;Kasserine;15;6;7;100;MEDIUM
CEREMONY;Kairouan;11;6;9;111;MEDIUM
OTHER;Ben Arous;18;6;4;31;HIGH
KARAOKE;Tozeur;19;6;7;45;HIGH
CEREMONY;Monastir;16;6;5;60;HIGH
OTHER;Sidi Bouzid;19;2;3;13;MEDIUM
KARAOKE;Sousse;20;5;7;23;HIGH
OTHER;Sfax;12;3;6;32;MEDIUM
SPORT;Bizerte;16;2;9;44;MEDIUM
SPORT;Gabes;10;2;2;67;MEDIUM
KARAOKE;Mahdia;18;4;5;12;MEDIUM
KARAOKE;Tataouine;21;3;1;54;MEDIUM
KARAOKE;Jendouba;18;4;1;55;MEDIUM
CEREMONY;Medenine;16;3;8;74;MEDIUM
CEREMONY;Kebili;17;5;9;56;HIGH
SPORT;Kairouan;8;4;12;39;MEDIUM
CINEMA;Nabeul;17;3;2;22;HIGH
CEREMONY;Tataouine;16;0;6;54;MEDIUM
OTHER;Jendouba;12;5;10;12;MEDIUM
KARAOKE;Gafsa;20;5;3;47;MEDIUM
KARAOKE;Mahdia;18;5;7;36;HIGH
SPORT;Ben Arous;9;6;9;38;HIGH
KARAOKE;Ben Arous;19;3;1;27;HIGH
OTHER;Bizerte;20;4;7;32;MEDIUM
SPORT;Kef;10;4;6;35;MEDIUM
KARAOKE;Sousse;22;6;12;15;HIGH
OTHER;Sousse;10;0;2;33;MEDIUM
SPORT;Zaghouan;10;4;11;22;MEDIUM
CINEMA;Tunis;18;5;6;73;HIGH
SPORT;Kebili;9;2;11;102;LOW
CINEMA;Kebili;18;2;1;63;MEDIUM
KARAOKE;Zaghouan;20;1;10;30;MEDIUM
CEREMONY;Beja;17;1;5;81;MEDIUM
CINEMA;Kef;19;5;8;48;HIGH
SPORT;Monastir;10;4;6;64;MEDIUM
OTHER;Sousse;19;5;3;14;HIGH
OTHER;Kasserine;11;4;10;36;LOW
CEREMONY;Kairouan;16;6;11;103;MEDIUM
CINEMA;Siliana;21;4;12;49;MEDIUM
SPORT;Mahdia;19;1;5;47;MEDIUM
CEREMONY;Jendouba;9;0;9;198;LOW
CINEMA;Monastir;18;3;10;56;MEDIUM
KARAOKE;Gabes;21;5;10;12;HIGH
KARAOKE;Tozeur;18;5;6;10;HIGH
CINEMA;Sidi Bouzid;20;2;6;27;MEDIUM
CINEMA;Kairouan;19;1;8;38;HIGH
SPORT;Sousse;19;4;8;95;HIGH
OTHER;Tozeur;15;5;7;70;MEDIUM
CINEMA;Jendouba;19;4;6;76;MEDIUM
CEREMONY;Kef;9;1;9;57;LOW
CEREMONY;Sidi Bouzid;17;2;10;132;MEDIUM
OTHER;Tunis;11;4;3;48;LOW
OTHER;Tozeur;17;1;10;27;MEDIUM
CINEMA;Gafsa;19;6;1;26;HIGH
KARAOKE;Nabeul;20;3;7;20;HIGH
CEREMONY;Tunis;16;1;4;74;MEDIUM
KARAOKE;Kef;18;1;4;23;MEDIUM
CEREMONY;Ben Arous;16;1;3;172;MEDIUM
KARAOKE;Tunis;21;1;6;16;HIGH
CEREMONY;Sfax;16;3;12;84;MEDIUM
CEREMONY;Gafsa;14;6;8;92;MEDIUM
SPORT;Kasserine;9;2;3;71;LOW
KARAOKE;Kef;21;4;7;44;MEDIUM
SPORT;Kairouan;16;5;12;95;MEDIUM
SPORT;Beja;17;1;4;67;MEDIUM
KARAOKE;Siliana;22;6;1;49;MEDIUM
OTHER;Kasserine;10;5;4;27;MEDIUM
CEREMONY;Bizerte;9;1;5;141;LOW
SPORT;Siliana;16;5;3;74;MEDIUM
CINEMA;Kef;19;3;11;76;MEDIUM
SPORT;Jendouba;16;1;3;70;MEDIUM
OTHER;Manouba;16;6;2;54;MEDIUM
SPORT;Tataouine;19;3;1;40;MEDIUM
KARAOKE;Nabeul;22;4;7;53;MEDIUM
CEREMONY;Tunis;14;5;11;132;HIGH
CEREMONY;Ariana;11;3;5;192;LOW
SPORT;Medenine;19;6;8;84;HIGH
KARAOKE;Monastir;20;6;9;33;HIGH
SPORT;Zaghouan;16;4;7;106;MEDIUM
SPORT;Nabeul;8;2;12;95;MEDIUM
KARAOKE;Bizerte;22;6;10;56;MEDIUM
CEREMONY;Sidi Bouzid;9;3;5;40;MEDIUM
SPORT;Monastir;16;2;1;96;MEDIUM
KARAOKE;Jendouba;21;2;11;28;MEDIUM
SPORT;Sfax;10;1;5;65;MEDIUM
CEREMONY;Tunis;14;2;5;192;MEDIUM
SPORT;Medenine;8;2;12;24;MEDIUM
OTHER;Kebili;15;1;3;20;LOW
OTHER;Manouba;11;5;3;91;LOW
CEREMONY;Sidi Bouzid;11;2;8;188;LOW
CINEMA;Kebili;21;4;8;20;MEDIUM
SPORT;Siliana;10;0;3;97;LOW
SPORT;Kasserine;17;5;2;63;HIGH
KARAOKE;Sidi Bouzid;21;0;3;57;MEDIUM
KARAOKE;Kebili;18;6;7;17;HIGH
CINEMA;Gabes;19;2;10;80;MEDIUM
OTHER;Beja;20;6;1;57;MEDIUM
OTHER;Monastir;12;6;7;45;MEDIUM
CINEMA;Jendouba;21;5;1;66;MEDIUM
